Sale_ID,Sale_Date,Year,Month,Country,State_Region,City,Dealer_Name,Brand,Model,Vehicle_Type,Vehicle_Segment,Fuel_Type,Transmission,Vehicle_Year,Customer_Age,Customer_Gender,Customer_Type,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Payment_Method,Finance_Status,Customer_Rating
AS102227,2025-12-30,2025,Dec,UAE,Ajman,Ajman,Global Wheels 12,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2024,21,Male,Retail,1,28106.92,729.5,27377.42,21254.07,6123.35,0.2237,Credit Card,Not Required,4.2
AS102228,2026-08-10,2026,Aug,USA,New York,New York City,Prime Auto 16,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2022,38,Male,Corporate,3,27673.8,8732.74,74288.65,57110.72,17177.93,0.2312,Lease,Approved,3.8
AS102229,2026-01-25,2026,Jan,Germany,Bavaria,Munich,AutoHub 17,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2024,37,Male,Retail,1,33473.86,1182.76,32291.09,27579.65,4711.44,0.1459,Lease,Approved,3.5
AS102230,2026-01-18,2026,Jan,Australia,New South Wales,Newcastle,AutoHub 17,Kia,EV6,Hatchback,Electric,Electric,Automatic,2024,40,Female,Retail,1,46116.8,3872.25,42244.55,35431.72,6812.83,0.1613,Bank Finance,Approved,4.4
AS102231,2026-03-28,2026,Mar,India,Karnataka,Bengaluru,Prime Auto 8,Kia,EV6,Hatchback,Electric,Electric,Automatic,2021,46,Male,Retail,1,44197.51,3481.33,40716.18,34283.06,6433.13,0.158,Lease,Approved,3.6
AS102232,2024-07-08,2024,Jul,USA,California,Los Angeles,AutoHub 4,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2024,28,Male,Retail,1,27195.36,838.83,26356.52,20467.52,5889.0,0.2234,Credit Card,Not Required,4.7
AS102233,2025-03-27,2025,Mar,USA,California,San Diego,Elite Motors 3,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2026,31,Male,Retail,1,44890.19,4759.89,40130.3,32029.24,8101.06,0.2019,Lease,Approved,4.1
AS102234,2025-11-25,2025,Nov,USA,Florida,Tampa,Elite Motors 6,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2021,52,Female,Retail,1,43831.92,890.55,42941.37,30691.13,12250.24,0.2853,Cash,Not Required,4.6
AS102235,2025-09-09,2025,Sep,UAE,Dubai,Dubai,Prime Auto 5,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2026,23,Female,Fleet,1,31084.06,3837.26,27246.79,20879.31,6367.48,0.2337,Bank Finance,Approved,4.5
AS102236,2025-06-02,2025,Jun,Germany,Hesse,Frankfurt,Global Wheels 4,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2026,57,Male,Retail,1,27313.01,3659.75,23653.26,18149.97,5503.29,0.2327,Lease,Pending,4.8
AS102237,2025-06-02,2025,Jun,Australia,Queensland,Gold Coast,CityDrive 12,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2021,22,Male,Retail,2,32129.07,5774.1,58484.04,41221.08,17262.96,0.2952,Bank Finance,Pending,4.3
AS102238,2024-12-14,2024,Dec,UK,Northern Ireland,Belfast,Metro Motors 6,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2021,46,Male,Retail,1,27812.08,2935.22,24876.86,19847.19,5029.67,0.2022,Lease,Approved,3.3
AS102239,2025-01-09,2025,Jan,Canada,Quebec,Montreal,Elite Motors 7,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2025,26,Male,Retail,1,41025.86,3738.14,37287.71,31826.92,5460.8,0.1465,Bank Finance,Approved,4.2
AS102240,2024-09-17,2024,Sep,Canada,Alberta,Calgary,CityDrive 9,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2025,56,Female,Corporate,1,35419.79,3743.58,31676.21,26003.23,5672.98,0.1791,Bank Finance,Pending,5.0
AS102241,2024-05-29,2024,May,Japan,Kanagawa,Yokohama,Global Wheels 15,Tesla,Model Y,SUV,Electric,Electric,Automatic,2022,28,Male,Retail,1,49066.83,4380.48,44686.35,32953.44,11732.91,0.2626,Bank Finance,Pending,4.8
AS102242,2024-01-19,2024,Jan,Canada,Ontario,Toronto,Metro Motors 6,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2026,49,Female,Corporate,4,44718.33,19221.95,159651.35,126421.43,33229.93,0.2081,Credit Card,Not Required,4.4
AS102243,2026-06-06,2026,Jun,Germany,Saxony,Leipzig,CityDrive 12,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2026,47,Male,Fleet,1,46797.97,6482.31,40315.67,31483.65,8832.02,0.2191,Cash,Not Required,3.3
AS102244,2026-02-01,2026,Feb,India,Tamil Nadu,Coimbatore,Elite Motors 14,BMW,X5,SUV,Luxury SUV,Hybrid,Automatic,2026,40,Male,Retail,1,69903.4,9157.53,60745.87,46102.18,14643.69,0.2411,Credit Card,Not Required,4.0
AS102245,2026-07-04,2026,Jul,India,Maharashtra,Nagpur,Prime Auto 3,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2026,34,Female,Retail,1,30079.08,1433.6,28645.48,22192.68,6452.8,0.2253,Bank Finance,Pending,5.0
AS102246,2024-04-20,2024,Apr,Canada,Alberta,Edmonton,Elite Motors 9,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2021,46,Male,Retail,1,27875.55,1696.4,26179.15,20185.85,5993.3,0.2289,Credit Card,Not Required,3.9
AS102247,2024-02-27,2024,Feb,Japan,Tokyo,Tokyo,Metro Motors 8,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2021,40,Male,Retail,1,33600.94,736.73,32864.21,24019.53,8844.68,0.2691,Credit Card,Not Required,4.1
AS102248,2024-07-13,2024,Jul,Australia,Western Australia,Perth,CityDrive 8,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2026,38,Female,Retail,4,44659.49,15510.03,163127.95,126558.36,36569.59,0.2242,Cash,Not Required,3.1
AS102249,2025-05-04,2025,May,UAE,Dubai,Dubai,Metro Motors 13,Tesla,Model Y,SUV,Electric,Electric,Automatic,2021,22,Male,Corporate,1,48338.73,1002.71,47336.03,40058.91,7277.12,0.1537,Bank Finance,Rejected,3.8
AS102250,2026-03-11,2026,Mar,India,Maharashtra,Pune,Global Wheels 7,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2021,43,Male,Retail,1,35926.92,2555.32,33371.61,27393.62,5977.99,0.1791,Cash,Not Required,4.5
AS102251,2025-02-21,2025,Feb,USA,New York,New York City,Prime Auto 14,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2026,33,Female,Corporate,1,68214.26,6192.81,62021.45,46333.53,15687.92,0.2529,Lease,Approved,4.7
AS102252,2025-01-23,2025,Jan,Canada,British Columbia,Vancouver,Global Wheels 1,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2025,48,Male,Retail,1,41702.46,3521.72,38180.74,27854.48,10326.26,0.2705,Bank Finance,Pending,3.9
AS102253,2025-02-17,2025,Feb,UK,England,London,AutoHub 2,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2025,37,Male,Retail,2,32935.45,6375.51,59495.39,47855.43,11639.96,0.1956,Bank Finance,Pending,3.1
AS102254,2025-10-22,2025,Oct,USA,Illinois,Chicago,Elite Motors 12,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2026,46,Female,Retail,2,28544.02,6454.25,50633.8,42850.72,7783.07,0.1537,Lease,Approved,3.5
AS102255,2024-07-29,2024,Jul,Germany,Saxony,Leipzig,CityDrive 17,Kia,EV6,Hatchback,Electric,Electric,Automatic,2021,37,Female,Retail,1,45451.31,1175.8,44275.51,31431.01,12844.5,0.2901,Bank Finance,Pending,3.4
AS102256,2026-01-02,2026,Jan,Germany,Berlin,Berlin,Prime Auto 7,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2025,36,Male,Corporate,1,37244.85,3784.04,33460.81,24737.72,8723.09,0.2607,Bank Finance,Approved,3.6
AS102257,2025-07-09,2025,Jul,Canada,Alberta,Calgary,Metro Motors 7,Honda,Civic,Sedan,Compact,Petrol,CVT,2021,20,Male,Corporate,2,23324.32,1333.06,45315.57,32654.01,12661.56,0.2794,Bank Finance,Pending,4.7
AS102258,2025-08-02,2025,Aug,Japan,Aichi,Nagoya,CityDrive 5,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2021,51,Male,Retail,4,35079.21,15011.01,125305.82,106516.37,18789.45,0.1499,Bank Finance,Approved,3.8
AS102259,2026-01-02,2026,Jan,Australia,Western Australia,Perth,Prime Auto 15,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2026,46,Female,Retail,1,28941.9,1441.5,27500.4,21764.16,5736.24,0.2086,Lease,Approved,3.4
AS102260,2024-05-11,2024,May,Germany,Berlin,Berlin,Metro Motors 16,Mercedes-Benz,C-Class,Sedan,Luxury,Petrol,Automatic,2025,37,Female,Retail,1,52979.4,4969.68,48009.72,38269.08,9740.64,0.2029,Bank Finance,Approved,4.7
AS102261,2025-06-16,2025,Jun,USA,Texas,Austin,Metro Motors 11,Honda,Civic,Sedan,Compact,Petrol,CVT,2024,32,Female,Retail,1,26375.65,2798.27,23577.38,17144.98,6432.4,0.2728,Bank Finance,Approved,4.0
AS102262,2026-03-04,2026,Mar,UK,Northern Ireland,Belfast,Global Wheels 14,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2023,20,Male,Retail,1,51064.35,6436.3,44628.06,38306.24,6321.82,0.1417,Bank Finance,Approved,5.0
AS102263,2024-03-08,2024,Mar,UK,Wales,Cardiff,CityDrive 10,BMW,X5,SUV,Luxury SUV,Hybrid,Automatic,2024,46,Female,Retail,1,63486.41,2944.78,60541.63,43292.04,17249.59,0.2849,Credit Card,Not Required,3.7
AS102264,2026-05-16,2026,May,Germany,Berlin,Berlin,Elite Motors 15,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2023,29,Female,Corporate,2,39564.19,6362.18,72766.2,51470.41,21295.8,0.2927,Credit Card,Not Required,3.7
AS102265,2026-02-20,2026,Feb,UAE,Ajman,Ajman,Metro Motors 5,Honda,Civic,Sedan,Compact,Petrol,CVT,2024,64,Female,Corporate,1,27353.37,3768.23,23585.14,20151.87,3433.28,0.1456,Lease,Approved,3.6
AS102266,2025-07-04,2025,Jul,Australia,New South Wales,Newcastle,Global Wheels 8,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2026,34,Male,Corporate,1,21242.12,2029.03,19213.09,14834.89,4378.2,0.2279,Lease,Approved,4.2
AS102267,2026-05-31,2026,May,UAE,Sharjah,Sharjah,Global Wheels 17,Mercedes-Benz,C-Class,Sedan,Luxury,Petrol,Automatic,2024,20,Female,Retail,1,50029.57,1903.32,48126.25,34756.72,13369.53,0.2778,Credit Card,Not Required,3.8
AS102268,2024-12-05,2024,Dec,Japan,Kanagawa,Yokohama,Prime Auto 9,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2023,39,Female,Corporate,1,68371.91,8088.14,60283.77,42338.79,17944.99,0.2977,Bank Finance,Approved,4.5
AS102269,2024-08-12,2024,Aug,Japan,Osaka,Osaka,Global Wheels 6,Tesla,Model Y,SUV,Electric,Electric,Automatic,2026,32,Male,Retail,1,51509.99,2122.22,49387.77,38281.05,11106.72,0.2249,Bank Finance,Pending,4.1
AS102270,2026-05-06,2026,May,UAE,Dubai,Dubai,CityDrive 15,BMW,X5,SUV,Luxury SUV,Hybrid,Automatic,2023,29,Female,Retail,1,64638.28,6507.67,58130.61,49248.48,8882.14,0.1528,Credit Card,Not Required,4.8
AS102271,2025-10-22,2025,Oct,Canada,Ontario,Toronto,Global Wheels 16,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2024,41,Female,Retail,1,30252.31,3303.6,26948.71,22781.28,4167.43,0.1546,Bank Finance,Approved,4.3
AS102272,2025-12-16,2025,Dec,India,Karnataka,Bengaluru,CityDrive 14,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2022,39,Male,Retail,1,33046.32,2822.49,30223.83,21192.91,9030.93,0.2988,Bank Finance,Approved,4.1
AS102273,2025-07-15,2025,Jul,Canada,British Columbia,Vancouver,Global Wheels 16,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2021,45,Male,Retail,1,26175.57,3626.14,22549.44,19100.33,3449.1,0.153,Lease,Pending,4.5
AS102274,2026-07-24,2026,Jul,India,Kerala,Thiruvananthapuram,CityDrive 10,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2025,30,Male,Retail,2,43354.59,4903.63,81805.55,65187.25,16618.3,0.2031,Lease,Approved,5.0
AS102275,2025-09-08,2025,Sep,Germany,Saxony,Leipzig,Metro Motors 7,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2021,37,Male,Corporate,1,32840.02,1001.15,31838.87,24990.49,6848.38,0.2151,Bank Finance,Approved,4.2
AS102276,2025-09-28,2025,Sep,India,Kerala,Kozhikode,AutoHub 4,Mercedes-Benz,C-Class,Sedan,Luxury,Petrol,Automatic,2024,27,Female,Retail,1,50706.74,6631.09,44075.64,34595.91,9479.73,0.2151,Bank Finance,Approved,3.7
AS102277,2026-07-01,2026,Jul,Australia,New South Wales,Sydney,Global Wheels 1,BMW,X5,SUV,Luxury SUV,Hybrid,Automatic,2021,46,Male,Retail,1,65160.79,8940.64,56220.15,46407.8,9812.36,0.1745,Bank Finance,Approved,3.0
AS102278,2025-11-17,2025,Nov,Japan,Osaka,Osaka,Metro Motors 9,Honda,Civic,Sedan,Compact,Petrol,CVT,2023,34,Female,Retail,2,27052.05,3091.1,51013.0,35495.5,15517.5,0.3042,Credit Card,Not Required,5.0
AS102279,2024-03-09,2024,Mar,Japan,Tokyo,Tokyo,AutoHub 10,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2025,54,Male,Corporate,1,33611.11,2018.79,31592.31,25636.7,5955.61,0.1885,Bank Finance,Approved,4.3
AS102280,2026-06-30,2026,Jun,Germany,Hesse,Frankfurt,AutoHub 6,BMW,X5,SUV,Luxury SUV,Hybrid,Automatic,2023,52,Male,Retail,1,64315.89,5933.24,58382.65,44143.51,14239.14,0.2439,Cash,Not Required,4.0
AS102281,2025-03-18,2025,Mar,USA,California,Los Angeles,Prime Auto 8,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2025,38,Male,Retail,1,37534.77,5203.73,32331.04,24443.3,7887.73,0.244,Bank Finance,Approved,3.7
AS102282,2024-01-09,2024,Jan,Australia,New South Wales,Newcastle,AutoHub 16,Honda,Civic,Sedan,Compact,Petrol,CVT,2021,47,Female,Corporate,1,26318.88,1240.8,25078.08,17200.33,7877.75,0.3141,Bank Finance,Pending,3.8
AS102283,2024-07-08,2024,Jul,Japan,Tokyo,Tokyo,Metro Motors 7,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2024,41,Male,Corporate,1,35240.56,1454.51,33786.04,27879.41,5906.63,0.1748,Cash,Not Required,3.8
AS102284,2025-06-01,2025,Jun,USA,California,San Diego,AutoHub 11,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2021,39,Female,Retail,2,42933.54,8174.75,77692.32,66361.23,11331.09,0.1458,Credit Card,Not Required,4.3
AS102285,2025-07-05,2025,Jul,India,Telangana,Hyderabad,Elite Motors 12,Kia,EV6,Hatchback,Electric,Electric,Automatic,2021,45,Male,Corporate,2,50512.54,3371.72,97653.35,74817.61,22835.75,0.2338,Credit Card,Not Required,3.4
AS102286,2025-11-23,2025,Nov,Japan,Kanagawa,Yokohama,Elite Motors 15,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2026,34,Female,Retail,1,27410.43,3704.56,23705.87,19608.64,4097.23,0.1728,Bank Finance,Approved,4.1
AS102287,2026-08-29,2026,Aug,UAE,Ajman,Ajman,AutoHub 11,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2026,25,Male,Corporate,1,28416.04,606.69,27809.36,23587.6,4221.75,0.1518,Cash,Not Required,3.2
AS102288,2026-05-16,2026,May,Japan,Aichi,Nagoya,Metro Motors 2,Kia,EV6,Hatchback,Electric,Electric,Automatic,2025,42,Male,Retail,2,52484.0,11899.26,93068.74,63868.76,29199.98,0.3137,Bank Finance,Rejected,4.0
AS102289,2024-06-25,2024,Jun,UAE,Dubai,Dubai,AutoHub 12,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2022,42,Female,Retail,2,62573.58,4517.03,120630.12,98692.97,21937.15,0.1819,Credit Card,Not Required,4.4
AS102290,2024-05-31,2024,May,Germany,Berlin,Berlin,Prime Auto 6,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2021,27,Male,Corporate,1,37702.95,2201.09,35501.86,27212.1,8289.76,0.2335,Credit Card,Not Required,3.7
AS102291,2025-06-27,2025,Jun,Japan,Osaka,Osaka,Global Wheels 14,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2024,55,Female,Corporate,1,26824.08,1183.89,25640.19,19451.66,6188.53,0.2414,Cash,Not Required,3.0
AS102292,2025-07-14,2025,Jul,USA,Illinois,Springfield,Elite Motors 3,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2026,36,Female,Corporate,2,40825.07,4644.18,77005.96,52563.34,24442.61,0.3174,Bank Finance,Approved,4.0
AS102293,2024-10-06,2024,Oct,UK,Northern Ireland,Belfast,Elite Motors 9,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2022,46,Female,Corporate,2,35947.9,1456.72,70439.08,49899.86,20539.22,0.2916,Bank Finance,Approved,4.1
AS102294,2024-11-11,2024,Nov,USA,Florida,Orlando,Elite Motors 12,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2021,52,Female,Retail,1,43396.91,5741.26,37655.65,28270.78,9384.87,0.2492,Lease,Approved,3.5
AS102295,2026-03-08,2026,Mar,UAE,Abu Dhabi,Abu Dhabi,CityDrive 17,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2021,49,Female,Retail,1,30463.5,2947.35,27516.14,23521.17,3994.97,0.1452,Bank Finance,Approved,3.6
AS102296,2025-11-25,2025,Nov,Japan,Kanagawa,Yokohama,Metro Motors 15,Honda,Civic,Sedan,Compact,Petrol,CVT,2024,35,Male,Retail,1,22724.4,2110.23,20614.17,15077.18,5536.99,0.2686,Bank Finance,Pending,4.5
AS102297,2026-04-27,2026,Apr,Canada,British Columbia,Vancouver,Metro Motors 10,Kia,EV6,Hatchback,Electric,Electric,Automatic,2021,26,Female,Retail,1,49610.66,1672.39,47938.26,34050.32,13887.95,0.2897,Credit Card,Not Required,4.0
AS102298,2024-07-21,2024,Jul,Australia,New South Wales,Newcastle,Prime Auto 7,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2025,37,Male,Corporate,1,29549.89,2379.1,27170.79,19888.09,7282.7,0.268,Bank Finance,Approved,4.1
AS102299,2026-08-04,2026,Aug,Germany,Berlin,Berlin,CityDrive 7,Mercedes-Benz,C-Class,Sedan,Luxury,Petrol,Automatic,2021,48,Female,Retail,1,48701.35,3999.3,44702.06,35404.23,9297.83,0.208,Credit Card,Not Required,4.7
AS102300,2025-04-18,2025,Apr,UAE,Dubai,Dubai,Global Wheels 6,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2022,35,Male,Retail,1,49848.27,5675.91,44172.36,36820.75,7351.61,0.1664,Lease,Approved,4.4
AS102301,2026-03-14,2026,Mar,Canada,Alberta,Edmonton,AutoHub 17,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2026,42,Male,Fleet,1,27087.1,1133.7,25953.4,20256.32,5697.09,0.2195,Cash,Not Required,4.0
AS102302,2024-06-10,2024,Jun,UK,Scotland,Edinburgh,CityDrive 5,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2026,34,Female,Retail,1,40300.99,5101.7,35199.3,26302.09,8897.21,0.2528,Bank Finance,Pending,4.0
AS102303,2026-08-02,2026,Aug,Australia,Queensland,Gold Coast,AutoHub 15,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2021,42,Male,Retail,1,24239.23,1803.74,22435.49,18421.73,4013.75,0.1789,Lease,Rejected,4.1
AS102304,2025-04-11,2025,Apr,USA,California,Los Angeles,Elite Motors 5,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2021,62,Male,Retail,2,35071.56,6902.76,63240.36,48626.2,14614.16,0.2311,Lease,Approved,3.7
AS102305,2024-08-03,2024,Aug,Australia,Victoria,Geelong,AutoHub 17,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2023,36,Male,Retail,2,68390.8,7183.64,129597.97,99199.28,30398.69,0.2346,Credit Card,Not Required,5.0
AS102306,2025-02-14,2025,Feb,India,Maharashtra,Pune,Metro Motors 15,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2022,40,Female,Retail,1,27750.53,2333.51,25417.02,20804.14,4612.87,0.1815,Bank Finance,Approved,3.4
AS102307,2025-06-26,2025,Jun,UK,Wales,Swansea,Global Wheels 10,BMW,X5,SUV,Luxury SUV,Hybrid,Automatic,2025,33,Female,Retail,2,74140.06,16122.06,132158.07,94152.72,38005.35,0.2876,Bank Finance,Approved,4.6
AS102308,2024-03-04,2024,Mar,UAE,Ajman,Ajman,Metro Motors 16,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2022,41,Female,Retail,2,38123.76,3175.78,73071.75,50519.85,22551.9,0.3086,Cash,Not Required,3.6
AS102309,2026-06-04,2026,Jun,UAE,Sharjah,Sharjah,Global Wheels 9,Tesla,Model Y,SUV,Electric,Electric,Automatic,2022,36,Male,Retail,1,43245.43,5956.98,37288.45,25385.62,11902.83,0.3192,Credit Card,Not Required,4.2
AS102310,2024-06-24,2024,Jun,Germany,Hesse,Frankfurt,Elite Motors 16,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2026,31,Male,Retail,1,43755.7,5100.34,38655.36,29982.51,8672.84,0.2244,Cash,Not Required,4.4
AS102311,2025-07-13,2025,Jul,UAE,Dubai,Dubai,Prime Auto 4,Tesla,Model Y,SUV,Electric,Electric,Automatic,2026,22,Male,Retail,1,45972.89,5339.94,40632.95,28480.31,12152.63,0.2991,Bank Finance,Approved,3.9
AS102312,2024-01-19,2024,Jan,India,Telangana,Hyderabad,Global Wheels 7,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2025,28,Male,Retail,1,20124.95,1606.89,18518.06,13899.97,4618.09,0.2494,Cash,Not Required,3.6
AS102313,2024-09-16,2024,Sep,India,Telangana,Warangal,Metro Motors 8,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2025,49,Female,Retail,1,60254.12,6706.71,53547.41,40128.4,13419.01,0.2506,Lease,Rejected,4.9
AS102314,2025-11-11,2025,Nov,USA,California,San Diego,AutoHub 16,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2025,45,Female,Retail,1,27782.02,2551.83,25230.19,20319.63,4910.56,0.1946,Bank Finance,Approved,4.9
AS102315,2024-12-29,2024,Dec,UAE,Ajman,Ajman,Elite Motors 2,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2025,28,Male,Retail,1,51838.01,1796.6,50041.41,42230.86,7810.55,0.1561,Bank Finance,Approved,4.2
AS102316,2025-09-12,2025,Sep,Canada,Ontario,Toronto,Metro Motors 8,Honda,Civic,Sedan,Compact,Petrol,CVT,2021,32,Female,Corporate,1,25575.48,3215.34,22360.13,16259.27,6100.86,0.2728,Lease,Rejected,4.8
AS102317,2024-06-07,2024,Jun,USA,Illinois,Chicago,AutoHub 9,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2022,37,Male,Retail,1,19763.3,2409.27,17354.02,14557.45,2796.57,0.1611,Bank Finance,Rejected,3.5
AS102318,2026-02-27,2026,Feb,Australia,Victoria,Geelong,CityDrive 11,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2022,48,Male,Fleet,1,57991.13,3603.38,54387.75,39093.86,15293.89,0.2812,Bank Finance,Approved,3.2
AS102319,2025-04-03,2025,Apr,India,Maharashtra,Pune,Global Wheels 8,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2023,45,Female,Corporate,1,44903.41,4715.65,40187.76,30004.26,10183.5,0.2534,Bank Finance,Approved,4.3
AS102320,2025-04-20,2025,Apr,Germany,Berlin,Berlin,AutoHub 12,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2022,35,Female,Retail,1,30169.77,2570.22,27599.56,23472.03,4127.53,0.1496,Bank Finance,Approved,3.6
AS102321,2024-11-29,2024,Nov,Japan,Osaka,Osaka,Prime Auto 16,Tesla,Model Y,SUV,Electric,Electric,Automatic,2025,36,Female,Retail,1,45236.28,5828.55,39407.73,32033.74,7373.99,0.1871,Bank Finance,Approved,4.2
AS102322,2026-05-06,2026,May,Germany,Berlin,Berlin,Global Wheels 4,Kia,EV6,Hatchback,Electric,Electric,Automatic,2025,36,Female,Retail,1,50087.2,2456.79,47630.41,33889.71,13740.69,0.2885,Bank Finance,Approved,4.4
AS102323,2025-09-19,2025,Sep,UK,England,Birmingham,AutoHub 8,Tesla,Model Y,SUV,Electric,Electric,Automatic,2024,39,Male,Corporate,1,49768.79,3130.23,46638.56,36559.83,10078.72,0.2161,Lease,Approved,4.1
AS102324,2024-06-30,2024,Jun,Germany,Berlin,Berlin,Prime Auto 15,Honda,Civic,Sedan,Compact,Petrol,CVT,2024,32,Male,Fleet,1,26818.09,2857.36,23960.74,20292.52,3668.22,0.1531,Bank Finance,Pending,4.3
AS102325,2025-11-14,2025,Nov,Germany,Hesse,Frankfurt,Global Wheels 2,Mercedes-Benz,C-Class,Sedan,Luxury,Petrol,Automatic,2023,23,Male,Retail,1,54758.74,4790.78,49967.96,37057.85,12910.11,0.2584,Cash,Not Required,4.5
AS102326,2026-01-18,2026,Jan,USA,New York,Buffalo,Elite Motors 3,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2025,24,Female,Retail,1,36215.39,5023.89,31191.5,23340.45,7851.05,0.2517,Bank Finance,Approved,4.1
AS102327,2025-12-05,2025,Dec,USA,Texas,Houston,Prime Auto 9,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2024,32,Female,Corporate,1,24566.91,1797.51,22769.41,16226.21,6543.2,0.2874,Bank Finance,Approved,3.6
AS102328,2026-04-23,2026,Apr,USA,Illinois,Chicago,Elite Motors 8,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2024,40,Male,Retail,1,31882.83,1435.73,30447.1,24374.19,6072.9,0.1995,Credit Card,Not Required,3.5
AS102329,2025-11-27,2025,Nov,Australia,Western Australia,Perth,Metro Motors 13,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2023,43,Female,Corporate,1,39836.89,4068.5,35768.39,25417.99,10350.4,0.2894,Cash,Not Required,4.3
AS102330,2026-01-12,2026,Jan,India,Karnataka,Bengaluru,Prime Auto 3,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2021,31,Male,Corporate,1,27460.05,896.03,26564.03,21877.82,4686.21,0.1764,Credit Card,Not Required,4.4
AS102331,2024-04-20,2024,Apr,Germany,Berlin,Berlin,CityDrive 3,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2021,38,Female,Retail,1,31275.4,1575.96,29699.44,24718.97,4980.47,0.1677,Credit Card,Not Required,4.2
